Season Number,Episode Number,Startup Name,Pitch Number,Season Start,Season End,Original Air Date,Industry,Business Description,Company Website,UK Viewership,Channel Name,Pitchers Gender,Pitchers Average Age,Pitchers City,Pitchers State,Entrepreneur Names,Multiple Entrepreneurs,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Deal Successful,Total Deal Amount,Total Deal Equity,Deal Valuation,Number of Dragons in Deal,Investment Amount Per Dragon,Equity Per Dragon,Royalty Deal,Advisory Shares Equity,Loan,Deal Has Conditions,Peter Jones Investment Amount,Peter Jones Investment Equity,Deborah Meaden Investment Amount,Deborah Meaden Investment Equity,Duncan Bannatyne Investment Amount,Duncan Bannatyne Investment Equity,Theo Paphitis Investment Amount,Theo Paphitis Investment Equity,Touker Suleyman Investment Amount,Touker Suleyman Investment Equity,Sara Davies Investment Amount,Sara Davies Investment Equity,Guest Investment Amount,Guest Investment Equity,Invested Guest Name,Peter Jones Present,Deborah Meaden Present,Duncan Bannatyne Present,Theo Paphitis Present,Touker Suleyman Present,Sara Davies Present,Guest Present
19,5,Berczy,1280,16-Jan-22,7-Apr-22,3-Feb-22,Liquor/Alcohol,Alcoholic sparkling water / seltzer,,3.94,BBC One,,,,,Nick Johnson and Nick Graham,1,120000,10,1200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,5,BiscuitTin,1281,16-Jan-22,7-Apr-22,3-Feb-22,Software/Tech,Digital depository accessible after one's death,,3.94,BBC One,,,,,Sheila Hogan,0,50000,5,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,5,EscapeKentLtd,1282,16-Jan-22,7-Apr-22,3-Feb-22,Media/Entertainment,Escape room adventure course,,3.94,BBC One,,,,,Chris and Michael Knell,1,100000,25,400000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,5,Monarch'sCrisps,1283,16-Jan-22,7-Apr-22,3-Feb-22,Food and Beverage,Pure cheese flavoured crisps,,3.94,BBC One,,,,,Grigore Davideanu and Alexandru Rus,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,5,OddBall,1284,16-Jan-22,7-Apr-22,3-Feb-22,Software/Tech,App connecting to balls creating music,,3.94,BBC One,,,,,Pasquale Totaro and Nathan Webb,1,100000,10,1000000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,5,SmileTime,1285,16-Jan-22,7-Apr-22,3-Feb-22,Health/Wellness,Teeth whitening oral cosmetics,,3.94,BBC One,,,,,Natalie Quail,0,50000,20,250000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,6,LittleHoppabySophie,1286,16-Jan-22,7-Apr-22,10-Feb-22,Green/CleanTech,Eco friendly baby-cot,,3.76,BBC One,,,,,Sofie Hepworth,0,75000,45,166667,1,1,1,100000,45,222222,1,100000,45,,,,,,,,,,,,,100000,45,,,,,,1,1,,,1,1,
19,6,LondonNootropics,1287,16-Jan-22,7-Apr-22,10-Feb-22,Food and Beverage,Coffee blends with natural nootropic,,3.76,BBC One,,,,,Shehzaad Shaikh and Zain Peir,1,50000,30,166667,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,6,Wype,1288,16-Jan-22,7-Apr-22,10-Feb-22,Lifestyle/Home,Gel spray for toilet rolls flushable toilet wipes,https://wypeuk.com/,3.76,BBC One,Couple,Medium,,,Giorgia Granata and Eli Khrapko,1,50000,2,2500000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,7,BottleShotBrew,1289,16-Jan-22,7-Apr-22,17-Feb-22,Food and Beverage,Canned cold coffee beverages,,3.78,BBC One,,,,,Annie Mitchell,0,80000,10,800000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,7,GreenBellPackaging,1290,16-Jan-22,7-Apr-22,17-Feb-22,Green/CleanTech,Sustainable plastic free packaging,,3.78,BBC One,,,,,Mohammad Vahid Nagori and Thibault Denis,1,150000,7.5,2000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,7,ToucanGiving,1291,16-Jan-22,7-Apr-22,17-Feb-22,Software/Tech,App donating to charities,,3.78,BBC One,,,,,Matthew Crate and Melody Truong,1,85000,10,850000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,7,TurboRocks,1292,16-Jan-22,7-Apr-22,17-Feb-22,Fitness/Sports/Outdoors,Indoor cycling device,,3.78,BBC One,,,,,Steven Murr,0,80000,40,200000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,8,GetFussy,1293,16-Jan-22,7-Apr-22,24-Feb-22,Fashion/Beauty,Refillable deodrant,,3.92,BBC One,,,,,Edward Fisher and Matthew Kennedy,1,50000,5,1000000,1,1,1,50000,5,1000000,2,25000,2.5,,,,,25000,2.5,25000,2.5,,,,,,,,,,,,1,1,,,1,1,
19,8,O'DonnellMoonshineandLiquor,1294,16-Jan-22,7-Apr-22,24-Feb-22,Liquor/Alcohol,Alcoholic mason Jars based on American Prohibition,,3.92,BBC One,,,,,Maximilian Reuther,0,200000,5,4000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,8,Votch,1295,16-Jan-22,7-Apr-22,24-Feb-22,Lifestyle/Home,Vegan watch straps,,3.92,BBC One,,,,,Laura Way,0,100000,10,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,8,WagIt,1296,16-Jan-22,7-Apr-22,24-Feb-22,Pet Products,Online booking service for dog friendly venues,,3.92,BBC One,,,,,Nadia Leguel,0,50000,5.5,909091,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,9,Floreatsparklingbotanicwine,1297,16-Jan-22,7-Apr-22,3-Mar-22,Liquor/Alcohol,Sparkling wine low in calories and sulphates and high in biodynamic botanicals,,4.15,BBC One,,,,,Anne-Marie Hurst,0,50000,5,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,9,RBRLegflow,1298,16-Jan-22,7-Apr-22,3-Mar-22,Health/Wellness,Device preventing deep vein thrombosis,https://www.rbrlegflow.com/,4.15,BBC One,,,,,Paul Westerman,0,50000,35,142857,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,9,Toddle,1299,16-Jan-22,7-Apr-22,3-Mar-22,Children/Education,Vegan gentle skincare for children,,4.15,BBC One,,,,,Hannah Saunders,0,60000,13,461538,1,1,1,60000,13,461538,2,30000,6.5,,,,yes,,,30000,6.5,,,,,,,,,30000,6.5,StevenBartlett,1,1,,,1,1,1
19,10,BooksThatMatter,1300,16-Jan-22,7-Apr-22,10-Mar-22,Lifestyle/Home,Subscription delivery service for books with female authors,,3.85,BBC One,Female,Medium,,,Molly Masters,0,50000,5,1000000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,10,TheDetectiveSociety,1301,16-Jan-22,7-Apr-22,10-Mar-22,Fitness/Sports/Outdoors,Mystery puzzle games,,3.85,BBC One,,,,,Daniel Wiseman and Joseph Mills,1,75000,25,300000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,10,ökoform,1302,16-Jan-22,7-Apr-22,10-Mar-22,Business Services,Self-heating desks for home and office use,https://okoform.com/,3.85,BBC One,Male,Medium,,,Peter Waine,0,70000,15,466667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,10,RussellAndAtwell,1303,16-Jan-22,7-Apr-22,10-Mar-22,Food and Beverage,Fresh chocolate business,https://www.russellandatwell.com/,3.85,BBC One,Male,Medium,,,Steve Russell and Giles Attwell,1,90000,9,1000000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,11,CaribeCoffeeCompany,1304,16-Jan-22,7-Apr-22,17-Mar-22,Food and Beverage,Ethically sourced and farmed coffee,,3.65,BBC One,,,,,Wilmer and Elle Carcamo,1,30000,25,120000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,11,Let'sSanitise,1305,16-Jan-22,7-Apr-22,17-Mar-22,Fashion/Beauty,Selection of vegan scented hand-sanitising gels,,3.65,BBC One,,,,,Josh Cummins and Lee Hoppen,1,80000,25,320000,1,1,1,80000,25,320000,2,40000,12.5,,,,yes,40000,12.5,,,,,,,40000,12.5,,,,,,1,1,,,1,1,
19,11,Neowalk,1306,16-Jan-22,7-Apr-22,17-Mar-22,Lifestyle/Home,Neo light and stylish walking aids,,3.65,BBC One,,,,,Lyndsay Watterson,0,80000,15,533333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,11,TheSavourists,1307,16-Jan-22,7-Apr-22,17-Mar-22,Food and Beverage,Healthy seed based snack bars,,3.65,BBC One,,,,,Harry Turpin,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,11,Whering,1308,16-Jan-22,7-Apr-22,17-Mar-22,Software/Tech,App recommending dress co-ordination,,3.65,BBC One,,,,,Bianca Rangecroft,0,100000,4,2500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,12,DelhiciousBody,1309,16-Jan-22,7-Apr-22,24-Mar-22,Fashion/Beauty,Vegan skin-care brand,,3.62,BBC One,,,,,Zara Saleem,0,50000,15,333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,12,LoveRoseLingerie,1310,16-Jan-22,7-Apr-22,24-Mar-22,Fashion/Beauty,Luxury laundry brand for breast cancer sufferers,https://loverose.me/,3.62,BBC One,Female,Medium,,,Sarah Bell-Jones and Caroline Kennedy-Alexander,1,70000,15,466667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,12,PantherMilk,1311,16-Jan-22,7-Apr-22,24-Mar-22,Food and Beverage,Plant based milk cocktails,,3.62,BBC One,,,,,Paul Crawford,0,50000,25,200000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,12,SauceStreamLtd,1312,16-Jan-22,7-Apr-22,24-Mar-22,Business Services,Squeeze bottles made from glass,,3.62,BBC One,,,,,Ian Worton and Peter Neath,1,75000,33,227273,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,13,BambinoCrayons,1313,16-Jan-22,7-Apr-22,31-Mar-22,Children/Education,Clay crayons alternative to wax,,3.49,BBC One,,,,,Katarzyna Kania,0,70000,15,466667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,13,CityMaaS,1314,16-Jan-22,7-Apr-22,31-Mar-22,Software/Tech,Global accessibility website assisting the disabled,,3.49,BBC One,,,,,"Louis Castro, Andrew and Rene Perkins",1,100000,5,2000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,13,GasmDrinks,1315,16-Jan-22,7-Apr-22,31-Mar-22,Liquor/Alcohol,Champagne gin cocktails,,3.49,BBC One,,,,,"Tommy Lads, Richard and Samantha Davies",1,50000,15,333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,13,Pipesnug,1316,16-Jan-22,7-Apr-22,31-Mar-22,Business Services,Pipe sealing aid,,3.49,BBC One,,,,,Christopher Burdett and Alex Lever,1,100000,30,333333,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,13,PrettyMamaBreastfeeding,1317,16-Jan-22,7-Apr-22,31-Mar-22,Fashion/Beauty,Easy access maternity wear,https://prettymama.co.uk/,3.49,BBC One,Female,Medium,,,Alex and Jenny McFadden,1,30000,20,150000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,14,CaffeineBullet,1318,16-Jan-22,7-Apr-22,7-Apr-22,Food and Beverage,Caffeine energy chews,,3.4,BBC One,,,,,David Hellard,0,60000,25,240000,1,1,1,60000,25,240000,2,30000,12.5,,,,yes,30000,12.5,,,,,,,,,,,30000,12.5,StevenBartlett,1,1,,,1,1,1
19,14,MarchMuses,1319,16-Jan-22,7-Apr-22,7-Apr-22,Fashion/Beauty,Ethnically diverse Christmas decorations,,3.4,BBC One,,,,,Natalie Duvall and Alison Burton,1,50000,30,166667,1,1,1,50000,30,166667,2,25000,15,,,,,25000,15,25000,15,,,,,,,,,,,,1,1,,,1,1,
19,14,MesoaforMen,1320,16-Jan-22,7-Apr-22,7-Apr-22,Fashion/Beauty,Skin and hair care range for men,,3.4,BBC One,,,,,Matt Jones,0,66000,35,188571,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,14,TheTinyWorkbench,1321,16-Jan-22,7-Apr-22,7-Apr-22,Lifestyle/Home,Self crafted tabletop workbenches,,3.4,BBC One,,,,,Victoria Barry and Michael Robinson,1,60000,30,200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
19,14,View-YouCam,1322,16-Jan-22,7-Apr-22,7-Apr-22,Software/Tech,Web camera aiding eye contact on conference calls,,3.4,BBC One,,,,,Jonathan Pikeit and Daniel Baker,1,150000,15,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,1,CarriedbyFarino,1323,5-Jan-23,6-Apr-23,5-Jan-23,Lifestyle/Home,Portable luggage bags and carrier,https://www.carriedbyfarino.com/,4.29,BBC One,Female,Medium,,,Poala Farino,0,75000,15,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,1,DragDiva,1324,5-Jan-23,6-Apr-23,5-Jan-23,Fashion/Beauty,Exercise classes with a drag queen,www.dragdivafit.co.uk,4.29,BBC One,,,,,Jordan and Nicholas McInerny,1,50000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,1,PsychicSisters,1325,5-Jan-23,6-Apr-23,5-Jan-23,Fashion/Beauty,"Range of candles, cosmetics and aromatherapy",,4.29,BBC One,,,,,Grace Frost and Jane Wallace,1,50000,10,500000,1,1,1,50000,10,500000,2,25000,5,,,,,,,25000,5,,,,,,,25000,5,,,,1,1,,,1,1,
20,1,Tabuu,1326,5-Jan-23,6-Apr-23,5-Jan-23,Health/Wellness,Portable case for medication tablets,https://wearetabuu.com/,4.29,BBC One,Female,Young,London,,Lucy Rout,0,50000,25,200000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,1,TempleWellness,1327,5-Jan-23,6-Apr-23,5-Jan-23,Fashion/Beauty,TMPL Skincare products for men with dark skin,https://www.tmpl.care/,4.29,BBC One,Male,Young,,,Raphael Babalola and Adam Hutchinson,1,50000,2.5,2000000,1,1,1,50000,10,500000,1,50000,10,,,,,,,,,,,,,,,,,50000,10,StevenBartlett,1,1,,,1,1,1
20,2,BedStretch,1328,5-Jan-23,6-Apr-23,12-Jan-23,Lifestyle/Home,Headboards extending lengths of beds,https://www.bedstretch.co.uk/,4,BBC One,Couple,Old,,,Chris and Martin Andrew,1,80000,20,400000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,2,BigClothing4You,1329,5-Jan-23,6-Apr-23,12-Jan-23,Fashion/Beauty,Large sized clothing for men,,4,BBC One,,,,,Benjamin Pearson,0,150000,35,428571,1,1,1,150000,35,428571,1,150000,35,,,,,,,,,,,,,150000,35,,,,,,1,1,,,1,1,
20,2,JustLend,1330,5-Jan-23,6-Apr-23,12-Jan-23,Software/Tech,Financial loan management for borrowing from family and friends.,https://justlend.co/,4,BBC One,Male,Medium,,,Craig Smith,0,100000,2,5000000,1,1,1,100000,10,1000000,1,100000,10,,,,,,,,,,,,,,,,,100000,10,StevenBartlett,1,1,,,1,1,1
20,2,PopandBark,1331,5-Jan-23,6-Apr-23,12-Jan-23,Pet Products,Events organisers for dogs,,4,BBC One,,,,,James Morgan and Anushka Fernando,1,35000,20,175000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,3,GrowSowSimple,1332,5-Jan-23,6-Apr-23,19-Jan-23,Fitness/Sports/Outdoors,Biodegradable pods for home-grown herbs and vegetables,http://www.growsowsimple.com/,3.89,BBC One,Male,Medium,,,Daniel Robson,0,80000,10,800000,1,1,1,80000,20,400000,1,80000,20,,,,,,,,,,,,,,,80000,20,,,,1,1,,,1,1,
20,3,Nana'sChutneys,1333,5-Jan-23,6-Apr-23,19-Jan-23,Food and Beverage,Range of gluten-free and vegan friendly chutneys,https://nanaschutneys.com/,3.89,BBC One,Mixed Team,Medium,,,Vandana and Kunal Nanavati,1,40000,20,200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,3,PotionParis,1334,5-Jan-23,6-Apr-23,19-Jan-23,Green/CleanTech,Vegan and eco friendly perfumes,https://potionparis.com/,3.89,BBC One,Mixed Team,Medium,,,"Suzanne Haines, Astyn Demaine and Omar Mian",1,50000,6,833333,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,3,RoadRower,1335,5-Jan-23,6-Apr-23,19-Jan-23,Fitness/Sports/Outdoors,Outdoor exercise machine combining rowing and cycling,,3.89,BBC One,,,,,Rupert Cattell,0,50000,10,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,4,BidePlanet,1336,5-Jan-23,6-Apr-23,26-Jan-23,Green/CleanTech,Self manufactured eco-friendly cleaning products,https://www.bideplanet.com/,4.24,BBC One,Female,Medium,London,,Amelia Gammon,0,80000,5,1600000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,4,EthicalBedding,1337,5-Jan-23,6-Apr-23,26-Jan-23,Lifestyle/Home,Duvets and mattresses made from eucalyptus,https://ethicalbedding.com/,4.24,BBC One,,,,,James Higgins,0,150000,50,300000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,4,PopUpChessSet,1338,5-Jan-23,6-Apr-23,26-Jan-23,Lifestyle/Home,Portable and foldable chess sets,https://www.hawcockbooks.co.uk/,4.24,BBC One,Male,Medium,,,David Hawcock,0,40000,20,200000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,4,SparkleButt,1339,5-Jan-23,6-Apr-23,26-Jan-23,Fashion/Beauty,Gender neutral sparkled party wear,https://sparklebutt.co.uk/,4.24,BBC One,Female,Medium,,,Ashlee Ackland,0,50000,20,250000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,5,VanGuardian,1340,5-Jan-23,6-Apr-23,2-Feb-23,Automotive,Car alarm for vans,https://vanguardian.co.uk/,4.16,BBC One,Male,Medium,,,Michael Horsfall,0,45000,10,450000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,5,FluxBlowpipe,1341,5-Jan-23,6-Apr-23,2-Feb-23,Uncertain/Other,Bagpipe accessory that absorbs moisture,,4.16,BBC One,,,,,Robbie MacIsaac,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,5,MorayLukeProducts,1342,5-Jan-23,6-Apr-23,2-Feb-23,Fashion/Beauty,Handbags made from fish leather,https://morayluke.com/,4.16,BBC One,Female,Medium,,,Moray Luke,0,30000,20,150000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,5,Shocal,1343,5-Jan-23,6-Apr-23,2-Feb-23,Software/Tech,Delivery app for local businesses,,4.16,BBC One,,,,,Max Thorley and Ashley Washington,1,80000,30,266667,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,5,HazeCards,1344,5-Jan-23,6-Apr-23,2-Feb-23,Lifestyle/Home,Custom metal credit and debit cards,www.hazecards.com,4.16,BBC One,Male,Young,,,Myles Dickinson-Brown,0,35000,35,100000,1,1,1,35000,35,100000,1,35000,35,,,,,,,,,,,,,,,,,35000,35,StevenBartlett,1,1,,,1,1,1
20,6,TheDog-G8,1345,5-Jan-23,6-Apr-23,9-Feb-23,Pet Products,Retractable and portable safety gates,https://www.dog-g8.com/,3.97,BBC One,Male,Medium,,,Peter and Chris Maxted,1,50000,10,500000,1,1,1,50000,20,250000,1,50000,20,,,,,,,50000,20,,,,,,,,,,,,1,1,,,1,1,
20,6,AdaptAbilityOmeo,1346,5-Jan-23,6-Apr-23,9-Feb-23,Health/Wellness,Hands-free wheelchairs,https://www.myadaptability.co.uk/,3.97,BBC One,Male,Medium,,,Matthew Walker and Cristian Brownlee,1,40000,5,800000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,6,SecondHandStyling,1347,5-Jan-23,6-Apr-23,9-Feb-23,Fashion/Beauty,Clothes-swapping service funded by subscriptions,https://www.secondhandstyling.co.uk/,3.97,BBC One,Female,Medium,,,Lucy Norris,0,70000,12,583333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,6,StreetFoodVentures,1348,5-Jan-23,6-Apr-23,9-Feb-23,Food and Beverage,Street food events,,3.97,BBC One,Male,Medium,,,Richard Johnson,0,60000,9,666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,7,KiddiWhizz,1349,5-Jan-23,6-Apr-23,16-Feb-23,Children/Education,Potty training aid for toddlers,https://kiddiwhizz.com/,3.82,BBC One,Female,Medium,,,Zoe Chapman,0,50000,10,500000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,7,OtherFoods,1350,5-Jan-23,6-Apr-23,16-Feb-23,Food and Beverage,"Mushroom snacks Vegan, Gluten free",https://www.otherfoodsuk.com/,3.82,BBC One,Female,Young,,,Fan Yang,0,60000,10,600000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,7,ThisIsUnfolded,1351,5-Jan-23,6-Apr-23,16-Feb-23,Green/CleanTech,Zero-waste fashion brand,https://thisisunfolded.com/,3.82,BBC One,Male,Medium,,,Cally Russell,0,75000,2,3750000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,7,Un:hurd,1352,5-Jan-23,6-Apr-23,16-Feb-23,Software/Tech,App promoting independent music artists,https://www.unhurdmusic.com/,3.82,BBC One,Male,Medium,,,Alex Brees,0,120000,4,3000000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,8,Clear‘n’Collect,1353,5-Jan-23,6-Apr-23,23-Feb-23,Lifestyle/Home,Multipurpose garden tool,https://clearncollect.com/,3.78,BBC One,Couple,Medium,,,James and Sally-Anne Coneron,1,50000,10,500000,1,1,1,50000,25,200000,1,50000,25,,,,yes,,,,,,,,,,,50000,25,,,,1,1,,,1,1,
20,8,Planthood,1354,5-Jan-23,6-Apr-23,23-Feb-23,Food and Beverage,Subscription based vegan meal delivery,,3.78,BBC One,,,,,Hilary Kennedy and Will Moxham,1,75000,7.5,1000000,1,1,1,75000,7.5,1000000,1,75000,7.5,,,,,,,,,,,,,,,,,75000,7.5,StevenBartlett,1,1,,,1,1,1
20,8,SmartSnout,1355,5-Jan-23,6-Apr-23,23-Feb-23,Pet Products,Biometric technology and AI to protect pets against loss and theft,https://www.smartsnout.co.uk/,3.78,BBC One,Male,Medium,,,Bradley Watson and James Khan,1,50000,10,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,8,Unhidden,1356,5-Jan-23,6-Apr-23,23-Feb-23,Fashion/Beauty,Fashion brand for the disabled,https://unhiddenclothing.com/,3.78,BBC One,Female,Medium,,,Victoria Jenkins,0,40000,5,800000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,9,Bobhead,1357,5-Jan-23,6-Apr-23,2-Mar-23,Fitness/Sports/Outdoors,Motorcycle clothing and accessories,https://bobhead.co.uk/,3.74,BBC One,Male,Medium,,,Damien and Seb Harris,1,50000,10,500000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,9,MateyMeasure,1358,5-Jan-23,6-Apr-23,2-Mar-23,Uncertain/Other,Aid for tape measure accuracy,https://mateymeasure.com/,3.74,BBC One,Male,Medium,,,Steve Capon and Mark Sheahan,1,80000,10,800000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,9,TélleMoi,1359,5-Jan-23,6-Apr-23,2-Mar-23,Fashion/Beauty,Vegan hand crafted nail polish,https://www.tellemoi.co.uk/,3.74,BBC One,Female,Medium,,,Natel Allen,0,40000,20,200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,9,TheFobbit,1360,5-Jan-23,6-Apr-23,2-Mar-23,Lifestyle/Home,Multi-purpose key-ring,https://www.fobbit.co.uk/,3.74,BBC One,,,,,Peta Seymour,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,9,PerfectTed,1361,5-Jan-23,6-Apr-23,2-Mar-23,Food and Beverage,"Organic, matcha-based energy drink",https://www.perfectted.com/,3.74,BBC One,Mixed Team,Young,,,Teddie Levenfiche and Marissa Poster,1,50000,5,1000000,1,1,1,50000,10,500000,2,25000,5,,,,,25000,5,,,,,,,,,,,25000,5,StevenBartlett,1,1,,,1,1,1
20,10,Nuddy,1362,5-Jan-23,6-Apr-23,9-Mar-23,Fashion/Beauty,Eco-friendly skincare products,https://nuddy.co.uk/,3.86,BBC One,Female,Medium,,,Kassi Emadi,0,70000,7,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,10,Fixits,1363,5-Jan-23,6-Apr-23,9-Mar-23,Lifestyle/Home,Mouldable fixing sticks,https://www.fixits.com/,3.86,BBC One,Male,Medium,,,Chris Lefteri and Forrest Radford,1,45000,12,375000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,10,FootballBillionaire,1364,5-Jan-23,6-Apr-23,9-Mar-23,Media/Entertainment,"Monopoly based board game for football clubs, players and stadiums",,3.86,BBC One,,,,,Raj and Sheh Sharma,1,50000,20,250000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,10,RedcoteLeisureLtd,1365,5-Jan-23,6-Apr-23,9-Mar-23,Fitness/Sports/Outdoors,Micro-campervans and accessories,https://redcoteleisure.co.uk/,3.86,BBC One,Male,Medium,,,Jason Gledhill,0,100000,10,1000000,1,1,1,100000,15,666667,1,100000,15,,,,yes,,,,,,,,,,,100000,15,,,,1,1,,,1,1,
20,11,BeansCoffeeClub,1366,5-Jan-23,6-Apr-23,16-Mar-23,Food and Beverage,Coffee subscription club,https://beanscoffeeclub.com/,3.79,BBC One,,,,,Richard and Fiona Jones,1,50000,15,333333,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,11,ChiqueSport,1367,5-Jan-23,6-Apr-23,16-Mar-23,Fitness/Sports/Outdoors,Sportswear for ice-skating,https://chiquesport.com/,3.79,BBC One,Female,Medium,,,Jenna McCorkell,0,100000,7.5,1333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
20,11,onHand,1368,5-Jan-23,6-Apr-23,16-Mar-23,Software/Tech,Community support app,,3.79,BBC One,,,,,Sanjay Lobo,0,100000,10,1000000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,1,
