Season Number,Episode Number,Startup Name,Pitch Number,Season Start,Season End,Original Air Date,Industry,Business Description,Company Website,UK Viewership,Channel Name,Pitchers Gender,Pitchers Average Age,Pitchers City,Pitchers State,Entrepreneur Names,Multiple Entrepreneurs,Original Ask Amount,Original Offered Equity,Valuation Requested,Received Offer,Accepted Offer,Deal Successful,Total Deal Amount,Total Deal Equity,Deal Valuation,Number of Dragons in Deal,Investment Amount Per Dragon,Equity Per Dragon,Royalty Deal,Advisory Shares Equity,Loan,Deal Has Conditions,Peter Jones Investment Amount,Peter Jones Investment Equity,Deborah Meaden Investment Amount,Deborah Meaden Investment Equity,Duncan Bannatyne Investment Amount,Duncan Bannatyne Investment Equity,Theo Paphitis Investment Amount,Theo Paphitis Investment Equity,Touker Suleyman Investment Amount,Touker Suleyman Investment Equity,Sara Davies Investment Amount,Sara Davies Investment Equity,Guest Investment Amount,Guest Investment Equity,Invested Guest Name,Peter Jones Present,Deborah Meaden Present,Duncan Bannatyne Present,Theo Paphitis Present,Touker Suleyman Present,Sara Davies Present,Guest Present
12,8,Earcandi,840,20-Jul-14,15-Mar-15,1-Feb-15,Lifestyle/Home,Moulding caps for earphones,,2.8,BBC Two,,,,,Lloyd Daley and Steven Freeman,1,40000,10,400000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,8,iGlove,841,20-Jul-14,15-Mar-15,1-Feb-15,Fitness/Sports/Outdoors,Touch screen gloves,,2.8,BBC Two,,,,,Rajan Jerath,0,75000,40,187500,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,8,LiberatorTechnology,842,20-Jul-14,15-Mar-15,1-Feb-15,Fitness/Sports/Outdoors,Hybrid scooter bikes,,2.8,BBC Two,,,,,John Wakefield-Smith,0,100000,50,200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,8,Mallzee,843,20-Jul-14,15-Mar-15,1-Feb-15,Software/Tech,Fashion mobile commerce company and shopping application,,2.8,BBC Two,,,,,Cally Russell,0,75000,15,500000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,8,MyLittlePrincessParties,844,20-Jul-14,15-Mar-15,1-Feb-15,Children/Education,Fairytale entertainment for children's parties,,2.8,BBC Two,,,,,James and Kelly George,1,25000,20,125000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,9,ApprovedFoodLtd,845,20-Jul-14,15-Mar-15,8-Feb-15,Software/Tech,Website that sells food past its use-by date,,2.83,BBC Two,,,,,Andy Needham and Dan Cluddery,1,150000,10,1500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,9,Enclothed,846,20-Jul-14,15-Mar-15,8-Feb-15,Fashion/Beauty,Men's online clothing and delivery service,,2.83,BBC Two,,,,,Levi Young and Dana Zingher,1,70000,15,466667,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,9,ShoeLicks,847,20-Jul-14,15-Mar-15,8-Feb-15,Fashion/Beauty,Stick on patterned soles for affordable high street heels,,2.83,BBC Two,,,,,Charlotte King,0,30000,25,120000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,10,Hornit,848,20-Jul-14,15-Mar-15,15-Feb-15,Fitness/Sports/Outdoors,Horn for bicycles,,2.87,BBC Two,,,,,Tom De Pelet,0,100000,10,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,10,Jackpen,849,20-Jul-14,15-Mar-15,15-Feb-15,Lifestyle/Home,Miniature pen stored in headphone jack sockets,,2.87,BBC Two,,,,,Andrew Jewson and Gary Patterson,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,10,MatrixRSLtd,850,20-Jul-14,15-Mar-15,15-Feb-15,Fitness/Sports/Outdoors,Anti-piracy device for sailors,,2.87,BBC Two,,,,,Michael Jay Scott,0,195000,25,780000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,10,YeeKwan,851,20-Jul-14,15-Mar-15,15-Feb-15,Food and Beverage,East Asian ice cream and sorbet company,,2.87,BBC Two,,,,,Yee Kwan Chan,0,50000,30,166667,1,1,1,50000,30,166667,1,50000,30,,,,,,,50000,30,,,,,,,,,,,,1,1,1,,,,
12,11,Airwheel,852,20-Jul-14,15-Mar-15,22-Feb-15,Lifestyle/Home,Airwheel mobility devices,,3.1,BBC Two,,,,,Scott Fidgett and Samuel Parham,1,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,11,Flavourly,853,20-Jul-14,15-Mar-15,22-Feb-15,Food and Beverage,Food and snack box delivery service,,3.1,BBC Two,,,,,Ryan O'Rorke,0,75000,20,375000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,11,Funslinger,854,20-Jul-14,15-Mar-15,22-Feb-15,Fitness/Sports/Outdoors,Throw and catching game,,3.1,BBC Two,,,,,"Nick Monrow, Daniel and Roderick Butterfield",1,100000,20,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,11,GrannyMarmalade,855,20-Jul-14,15-Mar-15,22-Feb-15,Food and Beverage,Selection of marmalades,,3.1,BBC Two,,,,,Nicola Frith and Lindsey Oldroyd,1,50000,20,250000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,11,Seabung,856,20-Jul-14,15-Mar-15,22-Feb-15,Uncertain/Other,Boat valve maintenance plug,,3.1,BBC Two,,,,,John and Sam Ford,1,50000,20,250000,1,1,1,50000,20,250000,2,25000,10,,,,,,,25000,10,,,,,,,,,25000,10,KellyHoppen,1,1,1,,,,1
12,11,SorcitLtd,857,20-Jul-14,15-Mar-15,22-Feb-15,Fitness/Sports/Outdoors,Collapsible camping equipment,,3.1,BBC Two,,,,,David Fannin and Shaun Moore,1,150000,15,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,12,DareSnacks,858,20-Jul-14,15-Mar-15,15-Mar-15,Food and Beverage,Edible insects snacks,,2.45,BBC Two,,,,,Chris Parsmal,0,20000,0.2,10000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,12,HerbieTrailerSkips,859,20-Jul-14,15-Mar-15,15-Mar-15,Automotive,Roadside waste removal skips,,2.45,BBC Two,,,,,John Paul Rae and Craig Chatwin,1,50000,15,333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,12,Institchu,860,20-Jul-14,15-Mar-15,15-Mar-15,Software/Tech,Online custom suit tailor,,2.45,BBC Two,,,,,Matthew Hinkley and Elliott Suiter,1,70000,10,700000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,12,NaeDanger&Glencrest,861,20-Jul-14,15-Mar-15,15-Mar-15,Food and Beverage,Sports & energy drink and cash & carry business,,2.45,BBC Two,,,,,Ross Gourlay,0,200000,30,666667,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,12,NeoSlip,862,20-Jul-14,15-Mar-15,15-Mar-15,Health/Wellness,Aid for medical and travel stockings,,2.45,BBC Two,,,,,Neomi Bennett,0,40000,10,400000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
12,12,ZainiHats,863,20-Jul-14,15-Mar-15,15-Mar-15,Fashion/Beauty,Beanie hats,,2.45,BBC Two,,,,,Miranda Harper,0,50000,20,250000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,1,,,,
13,1,BeamBlock,864,12-Jul-15,21-Feb-16,12-Jul-15,Fitness/Sports/Outdoors,Yoga equipment and workout system,,,BBC Two,,,,,Thierry Giunta,0,50000,50,100000,1,1,1,50000,50,100000,2,25000,25,,,,,25000,25,,,,,,,25000,25,,,,,,1,1,,,1,,
13,1,FitBritches,865,12-Jul-15,21-Feb-16,12-Jul-15,Fashion/Beauty,Slimming shapewear,,,BBC Two,,,,,Farnaz Khan,0,75000,5,1500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,1,Fridja,866,12-Jul-15,21-Feb-16,12-Jul-15,Lifestyle/Home,"Home appliances retailer, including clothes steamer",,,BBC Two,,,,,Ben Fridja,0,70000,25,280000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,1,Housecrowd,867,12-Jul-15,21-Feb-16,12-Jul-15,Software/Tech,Property crowdfunding,,,BBC Two,,,,,Fraser Fearnhead,0,1000000,5,20000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,2,Accentuate,868,12-Jul-15,21-Feb-16,19-Jul-15,Fitness/Sports/Outdoors,"""Guess-the-accent"" board game",,,BBC Two,,,,,Graeme and Fiona Fraser-Bell,1,45000,40,112500,1,1,1,45000,40,112500,1,45000,40,,,,yes,45000,40,,,,,,,,,,,,,,1,1,,,1,,
13,2,Chika'sFoods,869,12-Jul-15,21-Feb-16,19-Jul-15,Food and Beverage,African snacks business,,,BBC Two,,,,,Chika Russell,0,30000,25,120000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,2,SplashToppa,870,12-Jul-15,21-Feb-16,19-Jul-15,Uncertain/Other,Lid fitting for cement mixers,,,BBC Two,,,,,Simon Meadows,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,2,TheIdleMan,871,12-Jul-15,21-Feb-16,19-Jul-15,Software/Tech,Online men's clothing brand,,,BBC Two,,,,,Oliver Tezcan,0,200000,60,333333,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,2,TheRawChocolateCompany,872,12-Jul-15,21-Feb-16,19-Jul-15,Food and Beverage,"Raw chocolate bars, dried fruit and superfoods",,,BBC Two,,,,,Linus Gorpe,0,72000,10,720000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,3,Funkybod,873,12-Jul-15,21-Feb-16,26-Jul-15,Fashion/Beauty,Muscle boosting padded clothing,,2.84,BBC Two,,,,,Arshad Bhunoo,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,3,LignLight,874,12-Jul-15,21-Feb-16,26-Jul-15,Fitness/Sports/Outdoors,Underwater light for scuba divers,,2.84,BBC Two,,,,,Graham and Lorraine Downward,1,120000,30,400000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,3,Sync-box,875,12-Jul-15,21-Feb-16,26-Jul-15,Electronics,Recessed and covered power and AV outlet,,2.84,BBC Two,,,,,Steve Noyes and Duncan Summers,1,55000,35,157143,1,1,1,55000,35,157143,1,55000,35,,,,yes,,,55000,35,,,,,,,,,,,,1,1,,,1,,
13,3,TheHandbagSpa,876,12-Jul-15,21-Feb-16,26-Jul-15,Fashion/Beauty,Cleaning and restoration of designer handbags,,2.84,BBC Two,,,,,Freya and Judy Bass,1,60000,20,300000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,3,VanGirls,877,12-Jul-15,21-Feb-16,26-Jul-15,Fitness/Sports/Outdoors,Female run goods removal service,,2.84,BBC Two,,,,,Emma Lanman,0,75000,10,750000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,4,Loodini,878,12-Jul-15,21-Feb-16,2-Aug-15,Health/Wellness,Card-sized hygiene device,,3.47,BBC Two,,,,,Mat Cottam,0,30000,10,300000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,4,ShineLikeACeleb,879,12-Jul-15,21-Feb-16,2-Aug-15,Fashion/Beauty,Sparkle body cream,,3.47,BBC Two,,,,,Ali Mustapha,0,22000,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,4,TagsSnackFoodsLtd,880,12-Jul-15,21-Feb-16,2-Aug-15,Food and Beverage,Potato crisps business,,3.47,BBC Two,,,,,John Tague,0,125000,30,416667,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,4,TimberkitsLtd,881,12-Jul-15,21-Feb-16,2-Aug-15,Children/Education,Wooden mechanical kits,,3.47,BBC Two,,,,,Sarah Reast and Phil Wilson,1,25000,30,83333,1,1,1,40000,30,133333,1,40000,30,,,,,,,,,,,,,40000,30,,,,,,1,1,,,1,,
13,5,CocoaMountain,882,12-Jul-15,21-Feb-16,9-Aug-15,Food and Beverage,Gourmet chocolate selections,,3.61,BBC Two,,,,,Paul Maden and James Findlay,1,80000,15,533333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,5,MySmartRemote,883,12-Jul-15,21-Feb-16,9-Aug-15,Automotive,Car security device,,3.61,BBC Two,,,,,Dr Akhtar Khalil,0,200000,20,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,5,RainDiva,884,12-Jul-15,21-Feb-16,9-Aug-15,Fashion/Beauty,Rain protective hats for women,,3.61,BBC Two,,,,,Howard Barr,0,40000,20,200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,5,RuleofCrumb,885,12-Jul-15,21-Feb-16,9-Aug-15,Food and Beverage,Gluten-free food range,,3.61,BBC Two,,,,,Colum McLornan and Claire Hunter,1,60000,15,400000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,5,Vitiliglow,886,12-Jul-15,21-Feb-16,9-Aug-15,Health/Wellness,Skin foundation for vitiligo sufferers,,3.61,BBC Two,,,,,Polly Gotschi,0,37500,40,93750,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,6,3-ringsCare,887,12-Jul-15,21-Feb-16,16-Aug-15,Electronics,Notification service for electrical devices,,3.16,BBC Two,,,,,Stephen Purdham,0,300000,10,3000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,6,CityTuksTuks,888,12-Jul-15,21-Feb-16,16-Aug-15,Automotive,Tuk tuk taxis,,3.16,BBC Two,,,,,Tony and Jamie Smith,1,65000,20,325000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,6,EllaBanksLtd,889,12-Jul-15,21-Feb-16,16-Aug-15,Children/Education,Naturally formulated bathtime products for children,,3.16,BBC Two,,,,,Amy Wordsworth,0,60000,40,150000,1,1,1,60000,40,150000,1,60000,40,,,,,,,60000,40,,,,,,,,,,,,1,1,,,1,,
13,6,GoldDiscDave,890,12-Jul-15,21-Feb-16,16-Aug-15,Media/Entertainment,Personalised framed music gifts,,3.16,BBC Two,,,,,David Breeze,0,30000,15,200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,6,Yogiyo,891,12-Jul-15,21-Feb-16,16-Aug-15,Food and Beverage,Korean home cooking range,,3.16,BBC Two,,,,,Ben and Sue Youn,1,50000,33.3,150150,1,1,1,50000,33.3,150150,1,50000,33.3,,,,,50000,33.3,,,,,,,,,,,,,,1,1,,,1,,
13,7,BlueBadgeCompany,892,12-Jul-15,21-Feb-16,23-Aug-15,Software/Tech,Fashion mobile commerce company and shopping application,,3.23,BBC Two,,,,,Ellen Green,0,70000,35,200000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,7,HAIRCVT,893,12-Jul-15,21-Feb-16,23-Aug-15,Software/Tech,Online hairdresser booking service,,3.23,BBC Two,,,,,Adam Symons and Tarik Fatihi,1,80000,5,1600000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,7,Napscarf,894,12-Jul-15,21-Feb-16,23-Aug-15,Fitness/Sports/Outdoors,Travel accessories,,3.23,BBC Two,,,,,Michael Corrigan and David Kellock,1,65000,10,650000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,7,SecretSausages,895,12-Jul-15,21-Feb-16,23-Aug-15,Food and Beverage,Vegetable sausages made with no meat or meat substitutes,,3.23,BBC Two,,,,,Rachel Wicklow,0,50000,15,333333,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,7,SublimeScience,896,12-Jul-15,21-Feb-16,23-Aug-15,Children/Education,Science-themed children's birthday parties and workshops,,3.23,BBC Two,,,,,Marc Wileman,0,50000,10,500000,1,1,1,50000,10,500000,2,25000,5,,,,,,,,,,,,,,,,,50000,10,"NickJenkins,SarahWillingham",1,1,,,1,,2
13,8,BritishCassis,897,12-Jul-15,21-Feb-16,30-Aug-15,Liquor/Alcohol,Wine crafting company,,2.55,BBC Two,,,,,Jo Hilditch,0,50000,40,125000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,8,GumigemLtd,898,12-Jul-15,21-Feb-16,30-Aug-15,Children/Education,Range of children's products for teething and chewing aids for the sensory market,,2.55,BBC Two,,,,,Jenny McLaughlan and Lorraine Young,1,30000,15,200000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,8,HotDiggidyDog,899,12-Jul-15,21-Feb-16,30-Aug-15,Food and Beverage,Spicy pepper sauces,,2.55,BBC Two,,,,,Simon Llewellyn,0,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,8,OldLondonUndergroundCompany,900,12-Jul-15,21-Feb-16,30-Aug-15,Uncertain/Other,Renovating a disused underground station into a tourist attraction,,2.55,BBC Two,,,,,Ajit Chambers,0,2000000,51,3921569,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,8,Ride25,901,12-Jul-15,21-Feb-16,30-Aug-15,Fitness/Sports/Outdoors,Cycling adventure holidays,,2.55,BBC Two,,,,,John Readman,0,250000,25,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,9,CrikeyBikeyLtd,902,12-Jul-15,21-Feb-16,6-Sep-15,Fitness/Sports/Outdoors,Cycling harness for bike learners,,2.39,BBC Two,,,,,"Kia and Scarlet Bannatyne
The youngest entrepreneurs to enter the den as of 2022, aged 14 and 12 respectively.",1,25000,10,250000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,9,FoldsmartLtd,903,12-Jul-15,21-Feb-16,6-Sep-15,Lifestyle/Home,Easy assemble flat pack furniture,,2.39,BBC Two,,,,,Pelham Vincent and David Hall,1,150000,10,1500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,9,FunkyChristmasJumpers,904,12-Jul-15,21-Feb-16,6-Sep-15,Fashion/Beauty,Christmas clothing ranges,,2.39,BBC Two,,,,,Fabio Molle,0,75000,10,750000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,9,MaglocUK,905,12-Jul-15,21-Feb-16,6-Sep-15,Pet Products,Magnetic dog and equine lead connector,,2.39,BBC Two,,,,,Steve Shickell and Tony Garlick,1,100000,40,250000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,9,SchoolTrunk,906,12-Jul-15,21-Feb-16,6-Sep-15,Children/Education,Storage business for public schools,,2.39,BBC Two,,,,,Dorothy McLaren and Chelsea Hayes,1,90000,10,900000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,10,Double,907,12-Jul-15,21-Feb-16,27-Dec-15,Software/Tech,Online double-dating app,,2.42,BBC Two,,,,,"Gary MacDonough, Loren Gould and Ben Greenock",1,75000,15,500000,1,1,1,75000,15,500000,1,75000,15,,,,,,,,,,,,,,,,,75000,15,NickJenkins,1,1,,,1,,1
13,10,RamTrainingLtd,908,12-Jul-15,21-Feb-16,27-Dec-15,Lifestyle/Home,Horror events company,,2.42,BBC Two,,,,,Roy Fitter,0,80000,30,266667,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,10,Tap2TagLtd,909,12-Jul-15,21-Feb-16,27-Dec-15,Health/Wellness,Scannable medical alert devices,,2.42,BBC Two,,,,,Chris Ford,0,75000,20,375000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,10,X-grey,910,12-Jul-15,21-Feb-16,27-Dec-15,Fashion/Beauty,Female anti-grey hairs aging product,,2.42,BBC Two,,,,,Sajda Rashid,0,50000,10,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,11,BiotifulDairy,911,12-Jul-15,21-Feb-16,3-Jan-16,Health/Wellness,Protein milk drink selections,,2.91,BBC Two,,,,,Natasha Bowes,0,250000,45,555556,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,11,EasyXChair,912,12-Jul-15,21-Feb-16,3-Jan-16,Health/Wellness,Wheelchair and office chair incorporated with exercise tools,,2.91,BBC Two,,,,,Peter Ashley,0,55000,15,366667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,11,LatestFreeStuff,913,12-Jul-15,21-Feb-16,3-Jan-16,Software/Tech,Free sample website,,2.91,BBC Two,,,,,Deepak Tailor,0,50000,10,500000,1,1,1,50000,10,500000,1,50000,10,,,,,,,50000,10,,,,,,,,,,,,1,1,,,1,,
13,11,Liquiproof,914,12-Jul-15,21-Feb-16,3-Jan-16,Fashion/Beauty,"Waterproof coating for footwear, hats and clothing",,2.91,BBC Two,,,,,Caner Veli,0,100000,50,200000,1,1,1,100000,50,200000,1,100000,50,,,,,,,,,,,,,100000,50,,,,,,1,1,,,1,,
13,11,WirelessFitness,915,12-Jul-15,21-Feb-16,3-Jan-16,Software/Tech,App for music-based exercise workouts,,2.91,BBC Two,,,,,Dominic Thorpe and Matt Boyles,1,100000,15,666667,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,12,Glassbusters,916,12-Jul-15,21-Feb-16,10-Jan-16,Business Services,Glass compacting creating Eco-Sand,,2.94,BBC Two,,,,,Pete Ancketill,0,200000,30,666667,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,12,GroundedBodyScrub,917,12-Jul-15,21-Feb-16,10-Jan-16,Food and Beverage,Coffee-based body scrub,,2.94,BBC Two,,,,,Lloyd Haxell and Tasha Harris,1,30000,45,66667,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,12,Tegology,918,12-Jul-15,21-Feb-16,10-Jan-16,Fitness/Sports/Outdoors,Portable camping stove and charging device,,2.94,BBC Two,,,,,Spencer Turner,0,45000,25,180000,1,1,1,45000,25,180000,1,45000,25,,,,,45000,25,,,,,,,,,,,,,,1,1,,,1,,
13,12,TheCrackin'EggCompany,919,12-Jul-15,21-Feb-16,10-Jan-16,Food and Beverage,Pre-boiled eggs with painted shells,,2.94,BBC Two,,,,,Rob Shaw,0,80000,20,400000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,13,Aerodrums,920,12-Jul-15,21-Feb-16,24-Jan-16,Fitness/Sports/Outdoors,Motion tracking drum kit,,2.6,BBC Two,,,,,Yann Morvan and Richard Lee,1,75000,30,250000,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,13,MasonsBeans,921,12-Jul-15,21-Feb-16,24-Jan-16,Food and Beverage,"Freshly cooked, baked beans",,2.6,BBC Two,,,,,Ben Mason,0,50000,20,250000,1,1,1,50000,20,250000,1,50000,20,,,,,,,,,,,,,,,,,50000,20,NickJenkins,1,1,,,1,,1
13,13,SunlessSolutions,922,12-Jul-15,21-Feb-16,24-Jan-16,Fashion/Beauty,Tent for spray tanning,,2.6,BBC Two,,,,,Lisa Young,0,60000,20,300000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,13,uShootStudios,923,12-Jul-15,21-Feb-16,24-Jan-16,Fashion/Beauty,Remotely controlled high-quality product photography machines,,2.6,BBC Two,,,,,Daniel Luxon,0,50000,20,250000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,14,BadBrownie,924,12-Jul-15,21-Feb-16,31-Jan-16,Food and Beverage,Gourmet-flavoured chocolate brownies,,2.68,BBC Two,,,,,Morag Ekanger and Paz Sarmah,1,60000,30,200000,1,1,1,60000,30,200000,1,60000,30,,,,,,,,,,,,,60000,30,,,,,,1,1,,,1,,
13,14,DrinkCommandLimited,925,12-Jul-15,21-Feb-16,31-Jan-16,Liquor/Alcohol,Self-serving draft beer,,2.68,BBC Two,,,,,Robbie Ward,0,200000,10,2000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,14,Opus,926,12-Jul-15,21-Feb-16,31-Jan-16,Fitness/Sports/Outdoors,Trailer tents,,2.68,BBC Two,,,,,Jonathan Harris and Jonathan Schofield,1,80000,25,320000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,14,SlappieLtd,927,12-Jul-15,21-Feb-16,31-Jan-16,Fashion/Beauty,"""Slap-on"" wrist watches",,2.68,BBC Two,,,,,David Kendall,0,50000,45,111111,1,1,1,50000,45,111111,1,50000,45,,,,,,,,,,,,,,,,,50000,45,NickJenkins,1,1,,,1,,1
13,14,Wooju,928,12-Jul-15,21-Feb-16,31-Jan-16,Software/Tech,Smartphone app for taking pictures,,2.68,BBC Two,,,,,Calum Leslie,0,75000,10,750000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,15,DamsonLimited,929,12-Jul-15,21-Feb-16,21-Feb-16,Lifestyle/Home,Headphones allowing ease pf noise of surroundings,,2.53,BBC Two,,,,,James Talbot,0,250000,12.5,2000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,15,Mum2Mummarket,930,12-Jul-15,21-Feb-16,21-Feb-16,Children/Education,"Babies and children's ""nearly-new"" sales",,2.53,BBC Two,,,,,Kath Harrop,0,35000,25,140000,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,15,OpenGoaaal,931,12-Jul-15,21-Feb-16,21-Feb-16,Fitness/Sports/Outdoors,Football goal net for rebounds in back gardens,,2.53,BBC Two,,,,,Jonathan and Tabitha Cowan,1,150000,15,1000000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
13,15,OppoIceCream,932,12-Jul-15,21-Feb-16,21-Feb-16,Food and Beverage,Ice cream made from virgin coconut oil and stevia leaf,,2.53,BBC Two,,,,,Harry and Charlie Thuillier,1,60000,7,857143,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,1,BigBoyBeanbag,933,24-Jul-16,26-Feb-17,24-Jul-16,Lifestyle/Home,Luxury machine washable beanbags,,3.37,BBC Two,,,,,Mark Yewman,0,75000,15,500000,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,,1,,
14,1,BootBuddy,934,24-Jul-16,26-Feb-17,24-Jul-16,Fashion/Beauty,Footwear cleaning product,,3.37,BBC Two,,,,,"Rashpal, Gurminder and Amarinder Dhillon",1,60000,30,200000,1,1,1,60000,30,200000,3,20000,10,,,,,20000,10,20000,10,,,,,20000,10,,,,,,1,1,,,1,,
14,1,CraftClubsLtd,935,24-Jul-16,26-Feb-17,24-Jul-16,Liquor/Alcohol,Craft gin subscription business,,3.37,BBC Two,,,,,John Burke and Jon Hulme,1,75000,12.5,600000,1,1,1,75000,12.5,600000,1,75000,12.5,,,,,,,,,,,,,,,,,75000,12.5,SarahWillingham,1,1,,,1,,1
